source,medium,title,url,date,verdict,label,country,keywords
PolitiFact,fact-check,Randy Fine,https://www.politifact.com/personalities/randy-fine/,,Florida’s in-state college tuition waiver for immigrants in the country illegally costs the state $41 million.,Fake,,"randy, fine"
PolitiFact,fact-check,Brian Mast,https://www.politifact.com/personalities/brian-mast/,,"From the U.S. Agency for International Development funding, “10 to 30 cents on the dollar is what actually goes to aid.”",Fake,,"brian, mast"
PolitiFact,fact-check,Ashley Moody,https://www.politifact.com/personalities/ashley-moody/,,"The National Human Trafficking Hotline “in the last four years decided that they would no longer report tips to law enforcement, that they would take a more victim-centered approach.”",Fake,,"ashley, moody"
PolitiFact,fact-check,Ron Johnson,https://www.politifact.com/personalities/ron-johnson/,,We’re one of the very few nations that allowed birthright citizenship.”,Fake,,"ron, johnson"
PolitiFact,fact-check,Adam Schiff,https://www.politifact.com/personalities/adam-schiff/,,"“As a Californian, we have given more to the recovery of other states than any other state in the union.”",Fake,,"adam, schiff"
PolitiFact,fact-check,Roy Cooper,https://www.politifact.com/personalities/roy-cooper/,,North Carolina Republicans “took money out of western North Carolina” with Hurricane Helene relief bill.,Fake,,"roy, cooper"
PolitiFact,fact-check,Common Cause,https://www.politifact.com/personalities/common-cause/,,Wisconsin makes it more difficult for its citizens to vote than almost any state in the nation.,Fake,,"common, cause"
PolitiFact,fact-check,Lisa Murkowski,https://www.politifact.com/personalities/lisa-murkowski/,,"""Our nation’s tallest mountain … has been called Denali for thousands of years.""",Fake,,"lisa, murkowski"
PolitiFact,fact-check,Robin Vos,https://www.politifact.com/personalities/robin-vos/,,"Voter ID ""is supported, if you look at any poll, by 70 to 80% of the public.""",Fake,,"robin, vos"
PolitiFact,fact-check,Joe Biden,https://www.politifact.com/personalities/joe-biden/,,“The Equal Rights Amendment has become part of our Constitution.”,Fake,,"joe, biden"
PolitiFact,fact-check,Donald Trump Jr.,https://www.politifact.com/personalities/donald-trump-jr/,,California wildfires have “nothing to do with climate change.”,Fake,,"donald, trump, jr."
PolitiFact,fact-check,Dana Loesch,https://www.politifact.com/personalities/dana-loesch/,,Buncombe County “is still demanding property taxes on homes destroyed by Hurricane Helene based on pre-Helene assessments that no longer apply.”,Fake,,"dana, loesch"
PolitiFact,fact-check,Tony Evers,https://www.politifact.com/personalities/tony-evers/,,"“After 30 years of Wisconsin’s checking account running a deficit, we've ended every fiscal year I've been governor with a positive balance. Today, we have a $4.5 billion positive balance, and a record-high balance in our state savings account.""",Fake,,"tony, evers"
PolitiFact,fact-check,More Perfect Union,https://www.politifact.com/personalities/more-perfect-union/,,"“One billionaire couple owns almost all the water in California.""",Fake,,"more, perfect, union"
PolitiFact,fact-check,Grok AI,https://www.politifact.com/personalities/grok-ai/,,"President Joe Biden rescinded a Medal of Freedom given to Trump’s “campaign manager, Bradley Birkenfeld, in 2021.”",Fake,,"grok, ai"
PolitiFact,fact-check,Sara Jacobs,https://www.politifact.com/personalities/sara-jacobs/,,Government shutdowns in 2013 and 2018 “cost our economy billions of dollars each.”,Fake,,"sara, jacobs"
PolitiFact,fact-check,Department of Government Efficiency,https://www.politifact.com/personalities/department-of-government-efficiency/,,"Spending plan to prevent a government shutdown includes “a pay increase for members of Congress from $174,000 to $243,000 per year.”",Fake,,"department, of, government, efficiency"
PolitiFact,fact-check,Doug Mastriano,https://www.politifact.com/personalities/doug-mastriano/,,Photo shows a downed drone,Fake,,"doug, mastriano"
PolitiFact,fact-check,Charlie Kirk,https://www.politifact.com/personalities/charlie-kirk/,,The 14th Amendment “has never been challenged at SCOTUS.”,Fake,,"charlie, kirk"
PolitiFact,fact-check,Jay Rothman,https://www.politifact.com/personalities/jay-rothman/,,"“The Universities of Wisconsin are 43rd out of 50 states in the nation, in terms of public support for our universities. The $855 million (budget request) gets us up to average.”",Fake,,"jay, rothman"
PolitiFact,fact-check,Michael Rulli,https://www.politifact.com/personalities/michael-rulli/,,“Pete Buttigieg will leave his post as Transportation Secretary having spent $7.5 billion to build 8 EV charging stations.”,Fake,,"michael, rulli"
PolitiFact,fact-check,Nancy Pelosi,https://www.politifact.com/personalities/nancy-pelosi/,,“Fewer people came in under President Biden than came under Donald Trump.”,Fake,,"nancy, pelosi"
PolitiFact,fact-check,Eric Hovde,https://www.politifact.com/personalities/eric-hovde/,,Says the election results are suspicious because opponent U.S. Sen. Baldwin won “nearly 90%” of absentee ballots in Milwaukee.,Fake,,"eric, hovde"
PolitiFact,fact-check,Diamond and Silk,https://www.politifact.com/personalities/diamond-and-silk/,,“Paper ballots and hand counting never breaks down.”,Fake,,"diamond, and, silk"
PolitiFact,fact-check,Dinesh D'Souza,https://www.politifact.com/personalities/dinesh-dsouza/,,The 2024 election results show that Joe Biden’s 80 million votes in 2020 were a “lie.”,Fake,,"dinesh, d'souza"
PolitiFact,fact-check,WinSenate,https://www.politifact.com/personalities/winsenate/,,“Kari Lake is threatening Social Security and Medicare.”,Fake,,winsenate
PolitiFact,fact-check,Patriot Voice,https://www.politifact.com/personalities/patriot-voice/,,"Vice President Kamala Harris and husband Doug Emhoff received $500,000 for tipping off Sean “Diddy” Combs about police raids.",Fake,,"patriot, voice"
PolitiFact,fact-check,Libs of TikTok,https://www.politifact.com/personalities/libs-of-tiktok/,,“The lady who leaked passwords for voting systems in Colorado is the same person who tried to remove Trump from the ballot.”,Fake,,"libs, of, tiktok"
PolitiFact,fact-check,Kamala Harris,https://www.politifact.com/personalities/kamala-harris/,,Former President Donald Trump would “force states to monitor women's pregnancies.”,Fake,,"kamala, harris"
PolitiFact,fact-check,Make the Road Nevada,https://www.politifact.com/personalities/make-the-road-nevada/,,Republican Senate candidate Sam Brown “wants to cut Medicaid and Social Security.”,Fake,,"make, the, road, nevada"
PolitiFact,fact-check,Senate Leadership Fund,https://www.politifact.com/personalities/senate-leadership-fund/,,Sen. Jon Tester “voted to let men compete against our girls in their sports.”,Fake,,"senate, leadership, fund"
PolitiFact,fact-check,Tim Moore,https://www.politifact.com/personalities/tim-moore/,,“I’ve not gotten a single call from the White House.”,Fake,,"tim, moore"
PolitiFact,fact-check,Tammy Baldwin,https://www.politifact.com/personalities/tammy-baldwin/,,Says opponent Eric Hovde “opposes efforts to negotiate with the big pharmaceutical companies to lower the price of prescription drugs.”,Fake,,"tammy, baldwin"
PolitiFact,fact-check,Climate Power,https://www.politifact.com/personalities/climate-power/,,Says Eric Hovde “claims anyone who believes in transitioning to a clean energy economy is ‘smoking crack cocaine.’”,Fake,,"climate, power"
PolitiFact,fact-check,Sam Brown,https://www.politifact.com/personalities/sam-brown/,,“Jacky Rosen voted to allow biological men to compete in women’s sports.”,Fake,,"sam, brown"
PolitiFact,fact-check,Jon Tester,https://www.politifact.com/personalities/jon-tester/,,"“In Montana, we cherish our public lands. But Tim Sheehy called to transfer them off, so the ultra-rich can buy them up.”",Fake,,"jon, tester"
PolitiFact,fact-check,Dave McCormick,https://www.politifact.com/personalities/dave-mccormick/,,"Sen. Bob Casey ""has voted in lockstep with his liberal party to defund the police.""",Fake,,"dave, mccormick"
PolitiFact,fact-check,Lisa Grafstein,https://www.politifact.com/personalities/lisa-grafstein/,,"Scott Lassiter “repeatedly campaigned to promote” North Carolina's “largest-ever” school funding cut, sending public school money to “unaccountable private schools” and ending science education.",Fake,,"lisa, grafstein"
PolitiFact,fact-check,Kari Lake,https://www.politifact.com/personalities/kari-lake/,,"""Ruben Gallego wanted to defund the police. He actually co-sponsored legislation to defund the police.”",Fake,,"kari, lake"
PolitiFact,fact-check,United Auto Workers,https://www.politifact.com/personalities/united-auto-workers/,,Michigan U.S. Senate candidate Mike Rogers “wants to cut Medicare and Social Security.”,Fake,,"united, auto, workers"
PolitiFact,fact-check,Kelly Ayotte,https://www.politifact.com/personalities/kelly-ayotte/,,"“There was a bill to basically create a ban to make sure we never become a sanctuary state, that no locality passes those regulations, and (former Manchester Mayor Joyce Craig) opposed that bill.”",Fake,,"kelly, ayotte"
PolitiFact,fact-check,Joyce Craig,https://www.politifact.com/personalities/joyce-craig/,,"Gubernatorial candidate Kelly Ayotte “has voted for national abortion bans, she has voted to defund Planned Parenthood, and she shepherded Neil Gorsuch through the Supreme Court process, and then celebrated when Roe v. Wade was overturned.”",Fake,,"joyce, craig"
PolitiFact,fact-check,Bob Casey,https://www.politifact.com/personalities/bob-casey/,,"To pay for extending the Trump tax cuts, Dave McCormick has “made clear he’ll slash your Medicare and Social Security, and cut Medicaid for nursing home care.”",Fake,,"bob, casey"
PolitiFact,fact-check,Progress 2028,https://www.politifact.com/personalities/progress-2028/,,A pro-Kamala Harris website shows she supports a mandatory gun buyback program.,Fake,,"progress, 2028"
PolitiFact,fact-check,Mike Rogers,https://www.politifact.com/personalities/mike-rogers/,,"“About 400,000 manufacturing jobs in the state of Michigan will go away with EV mandates.”",Fake,,"mike, rogers"
PolitiFact,fact-check,Michigan Republican Party,https://www.politifact.com/personalities/michigan-republican-party/,,Elissa Slotkin “signed a secret agreement with a CCP-linked Chinese battery company.”,Fake,,"michigan, republican, party"
PolitiFact,fact-check,Dan Bongino,https://www.politifact.com/personalities/dan-bongino/,,CBS exposed “the fact” that Kamala Harris’ crowd sizes are inflated because her campaign bused hundreds of attendees to her New Hampshire rally.,Fake,,"dan, bongino"
PolitiFact,fact-check,Coalition to Protect Kids NY,https://www.politifact.com/personalities/coalition-to-protect-kids-ny/,,"""The ERA could also mandate that schools allow biological males to compete in girls' sports.""",Fake,,"coalition, to, protect, kids, ny"
PolitiFact,fact-check,Terence Everitt,https://www.politifact.com/personalities/terence-everitt/,,Republican state Senate candidate Ashlee Adams “campaigned for Mark Robinson and his radical agenda.”,Fake,,"terence, everitt"
PolitiFact,fact-check,Democratic Senatorial Campaign Committee,https://www.politifact.com/personalities/democratic-senatorial-campaign-committee/,,"Says Wisconsin GOP U.S. Senate candidate Eric Hovde ""brags about being in the 1%.""",Fake,,"democratic, senatorial, campaign, committee"
PolitiFact,fact-check,New Hampshire Democratic Party,https://www.politifact.com/personalities/new-hampshire-democratic-party/,,"When New Hampshire gubernatorial nominee Kelly Ayotte served on two companies’ boards, one “laid off 18,000 workers” and the other “laid off 1,200 American workers, moving jobs overseas.”",Fake,,"new, hampshire, democratic, party"
PolitiFact,fact-check,House Majority PAC,https://www.politifact.com/personalities/house-majority-pac/,,"Laurie Buckhout is “trying to get to Congress to pass a national abortion ban, allowing politicians to ban abortions with no exceptions and prosecute women if they get an abortion, treating women right here like criminals.”",Fake,,"house, majority, pac"
PolitiFact,fact-check,Elissa Slotkin,https://www.politifact.com/personalities/elissa-slotkin/,,U.S. Senate candidate Mike Rogers “believes he should make that decision” about whether to end pregnancies.,Fake,,"elissa, slotkin"
PolitiFact,fact-check,Tim Sheehy,https://www.politifact.com/personalities/tim-sheehy/,,"U.S. Sen. Jon Tester “voted to give taxpayer-funded health care to illegal immigrants.""",Fake,,"tim, sheehy"
PolitiFact,fact-check,Vote No on 3,https://www.politifact.com/personalities/vote-no-on-3/,,Florida’s Amendment 3 is “the monopoly amendment.”,Fake,,"vote, no, on, 3"
PolitiFact,fact-check,Americans for Prosperity Action,https://www.politifact.com/personalities/americans-for-prosperity-action/,,"The Inflation Reduction Act, which Rep. Elissa Slotkin supported, “drove inflation higher.”",Fake,,"americans, for, prosperity, action"
PolitiFact,fact-check,Jacky Rosen,https://www.politifact.com/personalities/jacky-rosen/,,“Sam Brown publicly supported forcing massive cuts to Social Security and Medicare and was caught on tape saying he admires the plan to phase out Social Security and Medicare in five years.”,Fake,,"jacky, rosen"
PolitiFact,fact-check,Julie Su,https://www.politifact.com/personalities/julie-su/,,"“400,000 workers are now in a union that were not in a union when (Biden) became president.”",Fake,,"julie, su"
PolitiFact,fact-check,Vote No on 4,https://www.politifact.com/personalities/vote-no-on-4/,,"“Unlike other amendments, Amendment 4 has no definitions. … Without definitions these words can mean almost anything.”",Fake,,"vote, no, on, 4"
PolitiFact,fact-check,Wisco Project,https://www.politifact.com/personalities/wisco-project/,,"“If you make less than $100,000, Trump is about to raise your taxes. Currently, you’re taxed at 10% and then 12%. He would raise that to a flat rate of 15%.”",Fake,,"wisco, project"
PolitiFact,fact-check,Sherrod Brown,https://www.politifact.com/personalities/sherrod-brown/,,"Of Bernie Moreno, “Now, he’s arguing for a national abortion ban, no exceptions.”",Fake,,"sherrod, brown"
PolitiFact,fact-check,Bernie Moreno,https://www.politifact.com/personalities/bernie-moreno/,,"“Illegal” Haitians in Springfield, Ohio, are “reportedly killing and eating pets.”",Fake,,"bernie, moreno"
PolitiFact,fact-check,Tony Perkins,https://www.politifact.com/personalities/tony-perkins/,,"“In 12 states, children born alive after a failed abortion have no legal protection, and in three more states children born alive after an abortion had legal rights that governors — like Tim Walz — repealed.”",Fake,,"tony, perkins"
PolitiFact,fact-check,Republican Governors Association,https://www.politifact.com/personalities/republican-governors-association/,,"“On (Josh) Stein’s watch, rapes in North Carolina are up 53%.”",Fake,,"republican, governors, association"
PolitiFact,fact-check,Michele Morrow,https://www.politifact.com/personalities/michele-morrow/,,The plus in LGBTQ+ includes pedophilia.,Fake,,"michele, morrow"
PolitiFact,fact-check,Robert  Cowles,https://www.politifact.com/personalities/robert-cowles/,,“The most recent State Budget increased funding for the Department of Tourism by 98 percent.”,Fake,,"robert, cowles"
PolitiFact,fact-check,Yes on 4,https://www.politifact.com/personalities/yes-on-4/,,Florida’s six-week abortion law has “no real exceptions. Not for her health. Not even for rape.”,Fake,,"yes, on, 4"
PolitiFact,fact-check,One Nation,https://www.politifact.com/personalities/one-nation/,,"“Sen. Jacky Rosen voted to increase taxes on families making less than $75,000 a year.”",Fake,,"one, nation"
PolitiFact,fact-check,National Republican Senatorial Committee,https://www.politifact.com/personalities/national-republican-senatorial-committee/,,Elissa Slotkin “gave your hard-earned tax money to illegal immigrants.”,Fake,,"national, republican, senatorial, committee"
PolitiFact,fact-check,Jeffrey Barke,https://www.politifact.com/personalities/dr-jeffrey-barke/,,Food and Drug Administration approval for updated COVID-19 vaccines requires a public health emergency declaration.,Fake,,"jeffrey, barke"
PolitiFact,fact-check,Jesse James,https://www.politifact.com/personalities/jesse-james/,,"In Wisconsin, “a legislative committee cannot release funding.”",Fake,,"jesse, james"
PolitiFact,fact-check,Bryan Steil,https://www.politifact.com/personalities/bryan-steil/,,"Says U.S. Sen. Tammy Baldwin ""believes taxpayer dollars should be used for abortion.""",Fake,,"bryan, steil"
PolitiFact,fact-check,Debbie Mucarsel-Powell,https://www.politifact.com/personalities/debbie-mucarsel-powell/,,El senador Rick Scott no apoya las excepciones al aborto.,Fake,,"debbie, mucarsel-powell"
PolitiFact,fact-check,Jesse Watters,https://www.politifact.com/personalities/jesse-watters/,,Minnesota Gov. Tim Walz “forced schools to stock tampons in boys’ bathrooms.”,Fake,,"jesse, watters"
PolitiFact,fact-check,Lindsey Graham,https://www.politifact.com/personalities/lindsey-graham/,,"El gobernador de Minnesota, Tim Walz, firmó una ley dando educación universitaria gratuita “a los inmigrantes ilegales”.",Fake,,"lindsey, graham"
PolitiFact,fact-check,Claudia Tenney,https://www.politifact.com/personalities/claudia-tenney/,,Biden Executive Order 14019  “requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.”,Fake,,"claudia, tenney"
PolitiFact,fact-check,Republican National Committee,https://www.politifact.com/personalities/republican-national-committee-republican/,,"President Joe Biden appointed ""Kamala Harris to be his border czar to deal with illegal immigration … Harris was put in charge of stopping illegal immigration.""",Fake,,"republican, national, committee"
PolitiFact,fact-check,Jon Stewart,https://www.politifact.com/personalities/jon-stewart/,,"Milwaukee's Marcus Performing Arts Center – where 'The Daily Show' had been scheduled – “was originally located in the ‘soft perimeter,’ they called it, security-wise” but “was shifted, understandably so, to the ‘hard perimeter.’”",Fake,,"jon, stewart"
PolitiFact,fact-check,D.L. Hughley,https://www.politifact.com/personalities/dl-hughley/,,"“Anyone on Social Security or Disability should know, Project 2025 totally eliminates
all benefits.”",Fake,,"d.l., hughley"
PesaCheck,news,ALTERED: This video isn’t of Gachagua’s message to Raila Odinga after losing AUC election,,,Claim,Real,,"altered:, this, video, isn’t, of, gachagua’s, message, to, raila, odinga, after, losing, auc, election"
PesaCheck,news,FALSE: Lucy Wanjiru has not been appointed to head Jubilee Party National Aspirants Forum,,,Claim,Fake,,"false:, lucy, wanjiru, has, not, been, appointed, to, head, jubilee, party, national, aspirants, forum"
PesaCheck,news,FAUX : La garde présidentielle guinéenne n’a pas repoussé les putschistes,,,Claim,Real,,"faux, :, la, garde, présidentielle, guinéenne, n’a, pas, repoussé, les, putschistes"
PesaCheck,news,FALSE: William Ruto’s security detail has not been replaced with G4S security officers,,,Claim,Fake,,"false:, william, ruto’s, security, detail, has, not, been, replaced, with, g4s, security, officers"
PesaCheck,news,FALSE: This image does not show Kenya’s deputy president under arrest,,,Claim,Fake,,"false:, this, image, does, not, show, kenya’s, deputy, president, under, arrest"
PesaCheck,news,FAKE: This letter from Kenya Revenue Authority to Deputy President William Ruto is fabricated,,,Claim,Real,,"fake:, this, letter, from, kenya, revenue, authority, to, deputy, president, william, ruto, is, fabricated"
PesaCheck,news,"SATIRE: This photo claiming to show William Ruto, Oscar Sudi and Ndindi Nyoro in a pro-democracy…",,,Claim,Fake,,"satire:, this, photo, claiming, to, show, william, ruto,, oscar, sudi, and, ndindi, nyoro, in, a, pro-democracy…"
PesaCheck,news,ALTERED: This image of Kenya’s deputy president in military attire is doctored,,,Claim,Real,,"altered:, this, image, of, kenya’s, deputy, president, in, military, attire, is, doctored"
PesaCheck,news,FALSE: ICC Prosecutor Karim Khan has not thrown away the case filed against Kenya’s deputy…,,,Claim,Fake,,"false:, icc, prosecutor, karim, khan, has, not, thrown, away, the, case, filed, against, kenya’s, deputy…"
PesaCheck,news,FAKE: This digital card using the branding of Kenyans.co.ke,,,Claim,Real,,"fake:, this, digital, card, using, the, branding, of, kenyans.co.ke"
Al Jazeera Africa,Tanzania frees opposition leaders following deadly election protests,https://www.aljazeera.com/news/2025/11/11/tanzania-frees-opposition-leaders-following-deadly-election-protests,,Verified,Real,,,"tanzania, frees, opposition, leaders, following, deadly, election, protests"
Al Jazeera Africa,The Take: Why al-Qaeda’s Sahel branch is blocking fuel to Mali,https://www.aljazeera.com/podcasts/2025/11/11/the-take-why-al-qaedas-sahel-branch-is-blocking-fuel-to-mali,,Verified,Real,,,"the, take:, why, al-qaeda’s, sahel, branch, is, blocking, fuel, to, mali"
Al Jazeera Africa,All to know about the African football playoffs for FIFA World Cup 2026,https://www.aljazeera.com/sports/2025/11/11/african-world-cup-2026-qualifiers-playoffs-squads-teams-and-start-time,,Verified,Real,,,"all, to, know, about, the, african, football, playoffs, for, fifa, world, cup, 2026"
Al Jazeera Africa,Armed group in Mali causing population “palpable fear”,https://www.aljazeera.com/video/2025/11/10/armed-group-in-mali-causing-population-palpable,,Verified,Real,,,"armed, group, in, mali, causing, population, “palpable, fear”"
Al Jazeera Africa,Talk to Al Jazeera,https://www.aljazeera.com/video/talk-to-al-jazeera/,,Verified,Real,,,"talk, to, al, jazeera"
Al Jazeera Africa,Tanzania arrests senior opposition figure as hundreds face treason charges,https://www.aljazeera.com/news/2025/11/8/tanzania-arrests-senior-opposition-figure-charges-over-200-with-treason,,Verified,Real,,,"tanzania, arrests, senior, opposition, figure, as, hundreds, face, treason, charges"
Al Jazeera Africa,COP30 climate summit hears from countries suffering global warming harms,https://www.aljazeera.com/news/2025/11/8/cop30-climate-summit-hears-from-countries-suffering-global-warming-harms,,Verified,Real,,,"cop30, climate, summit, hears, from, countries, suffering, global, warming, harms"
Al Jazeera Africa,"Ukraine says over 1,400 Africans recruited to fight for Russia in war",https://www.aljazeera.com/news/2025/11/8/ukraines-fm-says-over-1400-africans-recruited-to-fight-for-russia-in-war,,Verified,Real,,,"ukraine, says, over, 1,400, africans, recruited, to, fight, for, russia, in, war"
Al Jazeera Africa,Nigerians demand own solutions to violence as Trump threatens US invasion,https://www.aljazeera.com/features/2025/11/8/nigerians-demand-own-solutions-to-violence-as-trump-threatens-us-invasion,,Verified,Real,,,"nigerians, demand, own, solutions, to, violence, as, trump, threatens, us, invasion"
Al Jazeera Africa,Trump says US to boycott South Africa G20 summit over white ‘genocide’,https://www.aljazeera.com/news/2025/11/8/trump-says-us-to-boycott-south-africa-g20-summit-over-white-genocide,,Verified,Real,,,"trump, says, us, to, boycott, south, africa, g20, summit, over, white, ‘genocide’"
Al Jazeera Africa,France urges citizens to leave Mali as armed group blockade intensifies,https://www.aljazeera.com/news/2025/11/7/france-urges-citizens-to-leave-mali-as-armed-group-blockade-intensifies,,Verified,Real,,,"france, urges, citizens, to, leave, mali, as, armed, group, blockade, intensifies"
Al Jazeera Africa,Former British soldier contests extradition over alleged Kenya murder,https://www.aljazeera.com/news/2025/11/7/former-british-soldier-contests-extradition-over-alleged-kenya-murder,,Verified,Real,,,"former, british, soldier, contests, extradition, over, alleged, kenya, murder"
Al Jazeera Africa,UN sounds alarm over rising hunger crisis in eastern DR Congo,https://www.aljazeera.com/news/2025/11/7/un-sounds-alarm-over-rising-hunger-crisis-in-eastern-dr-congo,,Verified,Real,,,"un, sounds, alarm, over, rising, hunger, crisis, in, eastern, dr, congo"
Al Jazeera Africa,Tanzania charges dozens with treason over election protests,https://www.aljazeera.com/news/2025/11/7/tanzania-charges-dozens-with-treason-over-election-protests,,Verified,Real,,,"tanzania, charges, dozens, with, treason, over, election, protests"
Al Jazeera Africa,EU naval force secures tanker after pirate attack off coast of Somalia,https://www.aljazeera.com/news/2025/11/7/eu-naval-force-nears-ship-seized-by-pirates-off-somali-coast,,Verified,Real,,,"eu, naval, force, secures, tanker, after, pirate, attack, off, coast, of, somalia"
